ID,State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
4909,NCT OF Delhi,West Delhi,NOTA,None of the Above,8624,75,8699,0.57,Lost
4910,Odisha,Aska,ANITA SUBHADARSHINI,Bharatiya Janata Party,493032,1194,494226,48.55,Won
4911,Odisha,Aska,RANJITA SAHU,Biju Janata Dal,393759,493,394252,38.73,Lost
4912,Odisha,Aska,DEBAKANTA SARMA,Indian National Congress,75108,147,75255,7.39,Lost
4913,Odisha,Aska,SANJAYA KUMAR BISHOYI,Independent,11234,6,11240,1.1,Lost
4914,Odisha,Aska,PAPUNU SAHU,Socialist Unity Centre Of India (COMMUNIST),8671,2,8673,0.85,Lost
4915,Odisha,Aska,PITABAS SAHU,Sanatan Sanskriti Raksha Dal,6888,-,6888,0.68,Lost
4916,Odisha,Aska,BRUNDABANA NAHAK,Bahujan Samaj Party,5430,9,5439,0.53,Lost
4917,Odisha,Aska,NOTA,None of the Above,21925,16,21941,2.16,Lost
4918,Odisha,Balasore,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,561590,2275,563865,45.49,Won
4919,Odisha,Balasore,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,415917,792,416709,33.62,Lost
4920,Odisha,Balasore,SHRIKANTA JENA,Indian National Congress,236081,926,237007,19.12,Lost
4921,Odisha,Balasore,RAJAT KUMAR BEHERA,Bahujan Samaj Party,2913,7,2920,0.24,Lost
4922,Odisha,Balasore,GOBINDA CHANDRA BHOI,National Apni Party,2640,-,2640,0.21,Lost
4923,Odisha,Balasore,SURYAKANTA DASMOHAPATRA,Independent,2156,5,2161,0.17,Lost
4924,Odisha,Balasore,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Independent,1863,5,1868,0.15,Lost
4925,Odisha,Balasore,PRAMOD KUMAR PATTAYAT,Independent,1637,2,1639,0.13,Lost
4926,Odisha,Balasore,BIREN PUHAN,Krupaa Party,1450,2,1452,0.12,Lost
4927,Odisha,Balasore,DEEPAK SANKAR THAKUR GIRI,Independent,1191,3,1194,0.1,Lost
4928,Odisha,Balasore,AKHIL KUMAR MOHANTA,Independent,829,1,830,0.07,Lost
4929,Odisha,Balasore,NOTA,None of the Above,7333,17,7350,0.59,Lost
4930,Odisha,Bargarh,PRADEEP PUROHIT,Bharatiya Janata Party,709606,6753,716359,54.69,Won
4931,Odisha,Bargarh,PARINITA MISHRA,Biju Janata Dal,463008,1684,464692,35.48,Lost
4932,Odisha,Bargarh,SANJAY BHOI,Indian National Congress,92666,885,93551,7.14,Lost
4933,Odisha,Bargarh,JAYARAM BAGH,Bahujan Samaj Party,9215,107,9322,0.71,Lost
4934,Odisha,Bargarh,GNYANENDRA BEHERA,Independent,4539,24,4563,0.35,Lost
4935,Odisha,Bargarh,DEVIKA SIKA,National Apni Party,4524,14,4538,0.35,Lost
4936,Odisha,Bargarh,PRABHAT KUMAR DHARUA,Independent,4294,4,4298,0.33,Lost
4937,Odisha,Bargarh,NOTA,None of the Above,12414,127,12541,0.96,Lost
4938,Odisha,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,510585,2517,513102,49.2,Won
4939,Odisha,Berhampur,BHRUGU BAXIPATRA,Biju Janata Dal,346780,846,347626,33.33,Lost
4940,Odisha,Berhampur,RASMI RANJAN PATNAIK,Indian National Congress,129096,648,129744,12.44,Lost
4941,Odisha,Berhampur,V CHANDRA SHEKHAR,Independent,8376,3,8379,0.8,Lost
4942,Odisha,Berhampur,BHASKAR CHAUDHORY,Bahujan Samaj Party,5198,13,5211,0.5,Lost
4943,Odisha,Berhampur,SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST),5121,14,5135,0.49,Lost
4944,Odisha,Berhampur,SIRIN TAMMANA,Independent,5069,9,5078,0.49,Lost
4945,Odisha,Berhampur,BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party,4190,11,4201,0.4,Lost
4946,Odisha,Berhampur,RAM SANKAR SATAPATHY,Independent,3869,2,3871,0.37,Lost
4947,Odisha,Berhampur,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,2335,8,2343,0.22,Lost
4948,Odisha,Berhampur,SANTOSH KUMAR SAHU,All India Forward Bloc,2284,7,2291,0.22,Lost
4949,Odisha,Berhampur,NOTA,None of the Above,15903,39,15942,1.53,Lost
4950,Odisha,Bhadrak,AVIMANYU SETHI,Bharatiya Janata Party,569705,3614,573319,44.19,Won
4951,Odisha,Bhadrak,MANJULATA MANDAL,Biju Janata Dal,480105,1670,481775,37.13,Lost
4952,Odisha,Bhadrak,ANANTA PRASAD SETHI,Indian National Congress,221020,854,221874,17.1,Lost
4953,Odisha,Bhadrak,KIRTAN BIHARI MALIK,Socialist Unity Centre Of India (COMMUNIST),4879,1,4880,0.38,Lost
4954,Odisha,Bhadrak,ADV. ARJUN CHARAN MALLIK,Bahujan Samaj Party,3581,23,3604,0.28,Lost
4955,Odisha,Bhadrak,ANJAN DAS,Ambedkarite Party of India,3512,5,3517,0.27,Lost
4956,Odisha,Bhadrak,BASANTA KUMAR MAHALIK,Independent,1527,3,1530,0.12,Lost
4957,Odisha,Bhadrak,SARBESWAR BEHERA,Independent,1397,3,1400,0.11,Lost
4958,Odisha,Bhadrak,NOTA,None of the Above,5457,21,5478,0.42,Lost
4959,Odisha,Bhubaneswar,APARAJITA SARANGI,Bharatiya Janata Party,509567,2952,512519,47.36,Won
4960,Odisha,Bhubaneswar,MANMATH KUMAR ROUTRAY,Biju Janata Dal,475990,1377,477367,44.11,Lost
4961,Odisha,Bhubaneswar,SYED YASHIR NAWAZ,Indian National Congress,66045,317,66362,6.13,Lost
4962,Odisha,Bhubaneswar,SURESH CHANDRA PANIGRAHY,Communist Party of India  (Marxist),4134,14,4148,0.38,Lost
4963,Odisha,Bhubaneswar,HULAS SENAPATI,Independent,2248,3,2251,0.21,Lost
4964,Odisha,Bhubaneswar,KISHOR KUMAR SUTAR,Independent,2202,1,2203,0.2,Lost
4965,Odisha,Bhubaneswar,SUDHANSU SEKHAR DAS,Independent,1751,7,1758,0.16,Lost
4966,Odisha,Bhubaneswar,SANTOSH KUMAR MISHRA,Independent,1738,6,1744,0.16,Lost
4967,Odisha,Bhubaneswar,SANGEETA PATTANAIK,Odisha Janata Party,1528,2,1530,0.14,Lost
4968,Odisha,Bhubaneswar,PRADEEP KUMAR SAHOO,Kalinga Sena,1495,8,1503,0.14,Lost
4969,Odisha,Bhubaneswar,SANTILATA ROUT,Supreme Zero Party of Bharat,1437,4,1441,0.13,Lost
4970,Odisha,Bhubaneswar,NATABAR MAHARANA,Bharatiya Bikash Parishad,1080,7,1087,0.1,Lost
4971,Odisha,Bhubaneswar,NOTA,None of the Above,8261,41,8302,0.77,Lost
4972,Odisha,Bolangir,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,614196,3548,617744,44.12,Won
4973,Odisha,Bolangir,SURENDRA SINGH BHOI,Biju Janata Dal,483964,1116,485080,34.64,Lost
4974,Odisha,Bolangir,MANOJ KUMAR MISHRA,Indian National Congress,229577,1297,230874,16.49,Lost
4975,Odisha,Bolangir,SUNIL KUMAR BHOI,Socialist Unity Centre Of India (COMMUNIST),10334,21,10355,0.74,Lost
4976,Odisha,Bolangir,JAGADISH CHANDRA BIBHAR,Bahujan Samaj Party,9404,65,9469,0.68,Lost
4977,Odisha,Bolangir,BALRAM SINGH YADAV,Independent,8637,37,8674,0.62,Lost
4978,Odisha,Bolangir,MADHUSUDAN BARIK,Ambedkarite Party of India,7239,13,7252,0.52,Lost
4979,Odisha,Bolangir,BALARAM SA,Independent,6092,5,6097,0.44,Lost
4980,Odisha,Bolangir,AKSHAYA DISHRI,National Apni Party,5465,4,5469,0.39,Lost
4981,Odisha,Bolangir,RAJESH KUMAR PANDA,Ekam Sanatan Bharat Dal,3163,7,3170,0.23,Lost
4982,Odisha,Bolangir,NOTA,None of the Above,16010,54,16064,1.15,Lost
4983,Odisha,Cuttack,BHARTRUHARI MAHTAB,Bharatiya Janata Party,529271,2330,531601,47.43,Won
4984,Odisha,Cuttack,SANTRUPT MISRA,Biju Janata Dal,473443,1081,474524,42.34,Lost
4985,Odisha,Cuttack,SURESH MOHAPATRA,Indian National Congress,83461,354,83815,7.48,Lost
4986,Odisha,Cuttack,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4461,23,4484,0.4,Lost
4987,Odisha,Cuttack,NIRANJAN PATI,Independent,4390,6,4396,0.39,Lost
4988,Odisha,Cuttack,SOBHA PANDEY,Independent,3878,10,3888,0.35,Lost
4989,Odisha,Cuttack,PRAKASH CHANDRA SAHOO,Krupaa Party,3790,4,3794,0.34,Lost
4990,Odisha,Cuttack,RAJAKISHORE MALLIK,Socialist Unity Centre Of India (COMMUNIST),3072,3,3075,0.27,Lost
4991,Odisha,Cuttack,GOKULANANDA MISHRA,Independent,1804,4,1808,0.16,Lost
4992,Odisha,Cuttack,MINATI PATNAIK,Samruddha Odisha,1241,10,1251,0.11,Lost
4993,Odisha,Cuttack,NOTA,None of the Above,8130,29,8159,0.73,Lost
4994,Odisha,Dhenkanal,RUDRA NARAYAN PANY,Bharatiya Janata Party,593907,4814,598721,50.24,Won
4995,Odisha,Dhenkanal,ABINASH SAMAL,Biju Janata Dal,520144,2010,522154,43.82,Lost
4996,Odisha,Dhenkanal,SASHMITA BEHERA,Indian National Congress,34052,678,34730,2.91,Lost
4997,Odisha,Dhenkanal,PRAFULLA KUMAR NAIK,Bahujan Samaj Party,4850,45,4895,0.41,Lost
4998,Odisha,Dhenkanal,MAHESWAR SAHOO,Independent,4614,15,4629,0.39,Lost
4999,Odisha,Dhenkanal,MANASI SWAIN,Socialist Unity Centre Of India (COMMUNIST),3376,8,3384,0.28,Lost
5000,Odisha,Dhenkanal,PRIYABRATA GARNAIK,Independent,2904,5,2909,0.24,Lost
5001,Odisha,Dhenkanal,JANARDAN NAIK,Independent,2647,6,2653,0.22,Lost
5002,Odisha,Dhenkanal,KAILAS CHANDRA PRADHAN,Independent,2205,8,2213,0.19,Lost
5003,Odisha,Dhenkanal,SWAPNA RANI JAMES,Utkal Samaj,1603,5,1608,0.13,Lost
5004,Odisha,Dhenkanal,NOTA,None of the Above,13731,46,13777,1.16,Lost
5005,Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,Bharatiya Janata Party,585672,3421,589093,45.8,Won
5006,Odisha,Jagatsinghpur,DR. RAJASHREE MALLICK,Biju Janata Dal,546443,1954,548397,42.63,Lost
5007,Odisha,Jagatsinghpur,RABINDRA KUMAR SETHY,Indian National Congress,122875,695,123570,9.61,Lost
5008,Odisha,Jagatsinghpur,RAMESH CHANDRA SETHY,Communist Party of India,8112,18,8130,0.63,Lost
5009,Odisha,Jagatsinghpur,PEEYUUSH DAS,Ambedkarite Party of India,3225,5,3230,0.25,Lost
5010,Odisha,Jagatsinghpur,BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,2718,22,2740,0.21,Lost
5011,Odisha,Jagatsinghpur,MAHESWAR DAS,Socialist Unity Centre Of India (COMMUNIST),2374,10,2384,0.19,Lost
5012,Odisha,Jagatsinghpur,SANKAR DAS,Independent,1476,12,1488,0.12,Lost
5013,Odisha,Jagatsinghpur,SILI MALLICK,Samruddha Odisha,924,6,930,0.07,Lost
5014,Odisha,Jagatsinghpur,ARJUNA CHARAN BEHERA,Independent,758,8,766,0.06,Lost
5015,Odisha,Jagatsinghpur,BHANUMATI DAS,Utkal Samaj,674,3,677,0.05,Lost
5016,Odisha,Jagatsinghpur,NOTA,None of the Above,4852,30,4882,0.38,Lost
5017,Odisha,Jajpur,SARMISTHA SETHI,Biju Janata Dal,529428,3224,532652,45.87,Lost
5018,Odisha,Jajpur,RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,528959,5280,534239,46.01,Won
5019,Odisha,Jajpur,ANCHAL DAS,Indian National Congress,52455,690,53145,4.58,Lost
5020,Odisha,Jajpur,SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (COMMUNIST),17955,52,18007,1.55,Lost
5021,Odisha,Jajpur,ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,3189,29,3218,0.28,Lost
5022,Odisha,Jajpur,BHAIRABA PRASAD BEHERA,Independent,2398,5,2403,0.21,Lost
5023,Odisha,Jajpur,SUMANTA MALIK,Independent,2295,6,2301,0.2,Lost
5024,Odisha,Jajpur,BIDYADHAR DALEI,Ambedkarite Party of India,2172,-,2172,0.19,Lost
5025,Odisha,Jajpur,JHUNA MALIK,Manas Lokshakti Dal,2075,2,2077,0.18,Lost
5026,Odisha,Jajpur,ARTTATRANA MALIK,Independent,1234,18,1252,0.11,Lost
5027,Odisha,Jajpur,NARENDRA MALIKA,Independent,1119,-,1119,0.1,Lost
5028,Odisha,Jajpur,MANTU SETHI,Janta Darbar Party,954,2,956,0.08,Lost
5029,Odisha,Jajpur,BINOD KUMAR JENA,Gana Suraksha Party,876,3,879,0.08,Lost
5030,Odisha,Jajpur,NOTA,None of the Above,6738,50,6788,0.58,Lost
5031,Odisha,Kalahandi,MALVIKA DEVI,Bharatiya Janata Party,538535,5768,544303,40.79,Won
5032,Odisha,Kalahandi,LAMBODAR NIAL,Biju Janata Dal,408267,2223,410490,30.77,Lost
5033,Odisha,Kalahandi,DROUPADI MAJHI,Indian National Congress,300060,3139,303199,22.72,Lost
5034,Odisha,Kalahandi,UMAKANTA TANDI,Independent,9180,14,9194,0.69,Lost
5035,Odisha,Kalahandi,BIRANCHI NARAYAN DURGA,Bahujan Samaj Party,8440,57,8497,0.64,Lost
5036,Odisha,Kalahandi,DR. DHARMANANDA GAHIR,Independent,7775,36,7811,0.59,Lost
5037,Odisha,Kalahandi,SIBA HATI,Samajwadi Party,7138,30,7168,0.54,Lost
5038,Odisha,Kalahandi,RAJARAM SAHU,Independent,6712,18,6730,0.5,Lost
5039,Odisha,Kalahandi,NARESH HIANLA,Independent,6627,14,6641,0.5,Lost
5040,Odisha,Kalahandi,GANGADHAR JAL,Independent,5547,43,5590,0.42,Lost
5041,Odisha,Kalahandi,HIMANSHU TRIPATHY,Samruddha Odisha,4898,8,4906,0.37,Lost
5042,Odisha,Kalahandi,NOTA,None of the Above,19620,95,19715,1.48,Lost
5043,Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,413320,3095,416415,41.8,Won
5044,Odisha,Kandhamal,ACHYUTANANDA SAMANTA,Biju Janata Dal,393644,1400,395044,39.66,Lost
5045,Odisha,Kandhamal,AMIR CHAND NAYAK,Indian National Congress,143311,1011,144322,14.49,Lost
5046,Odisha,Kandhamal,BHAGIRATHI BALIARSINGH,Manas Lokshakti Dal,7329,1,7330,0.74,Lost
5047,Odisha,Kandhamal,KANAK MANJARI RATH,Independent,5201,4,5205,0.52,Lost
5048,Odisha,Kandhamal,HARIBANDHU BEHERA,Bahujan Samaj Party,5121,16,5137,0.52,Lost
5049,Odisha,Kandhamal,SUBASH MOHAPATRA,National Jan Dal,4133,4,4137,0.42,Lost
5050,Odisha,Kandhamal,PARSURAM PRADHAN,Kalinga Sena,2770,11,2781,0.28,Lost
5051,Odisha,Kandhamal,NOTA,None of the Above,15691,29,15720,1.58,Lost
5052,Odisha,Kendrapara,BAIJAYANT PANDA,Bharatiya Janata Party,612916,2789,615705,48.21,Won
5053,Odisha,Kendrapara,ANSHUMAN MOHANTY,Biju Janata Dal,547681,1488,549169,43,Lost
5054,Odisha,Kendrapara,SIDHARTH SWARUP DASH,Indian National Congress,94595,237,94832,7.43,Lost
5055,Odisha,Kendrapara,SOUBHAGYA KETAN SAMAL,Socialist Unity Centre Of India (COMMUNIST),3393,2,3395,0.27,Lost
5056,Odisha,Kendrapara,SEKHA SADIKA HOSEN,Bahujan Samaj Party,1845,7,1852,0.15,Lost
5057,Odisha,Kendrapara,SUPRAVA DAS,Akhil Bhartiya Parivar Party,1559,2,1561,0.12,Lost
5058,Odisha,Kendrapara,SRIRAM PANDEY,Independent,1397,2,1399,0.11,Lost
5059,Odisha,Kendrapara,SANTOSH KUMAR PATRA,Independent,1370,3,1373,0.11,Lost
5060,Odisha,Kendrapara,PRATAP CHANDRA MOHANTY,Independent,1088,7,1095,0.09,Lost
5061,Odisha,Kendrapara,PRANGYAN PRAKASH MOHAPATRA,Odisha Janata Party,910,2,912,0.07,Lost
5062,Odisha,Kendrapara,NOTA,None of the Above,5807,8,5815,0.46,Lost
5063,Odisha,Keonjhar,ANANTA NAYAK,Bharatiya Janata Party,571133,2790,573923,45.67,Won
5064,Odisha,Keonjhar,DHANURJAYA SIDU,Biju Janata Dal,476206,675,476881,37.95,Lost
5065,Odisha,Keonjhar,BINOD BIHARI NAIK,Indian National Congress,104944,334,105278,8.38,Lost
5066,Odisha,Keonjhar,JOHN MIRAN MUNDA,Independent,31729,7,31736,2.53,Lost
5067,Odisha,Keonjhar,SAHEBA JUANGA,Manas Lokshakti Dal,11040,3,11043,0.88,Lost
5068,Odisha,Keonjhar,SUSHANT KUMAR NAIK,Independent,9041,3,9044,0.72,Lost
5069,Odisha,Keonjhar,LAMBODAR NAIK,Independent,6778,-,6778,0.54,Lost
5070,Odisha,Keonjhar,HARIHAR MUNDA,Socialist Unity Centre Of India (COMMUNIST),6569,5,6574,0.52,Lost
5071,Odisha,Keonjhar,RAGHUMANI NAIK,Independent,4550,6,4556,0.36,Lost
5072,Odisha,Keonjhar,RAM PRASAD HEMBRAM,Bahujan Samaj Party,3884,11,3895,0.31,Lost
5073,Odisha,Keonjhar,PITABASA NAIK,AJSU Party,2141,3,2144,0.17,Lost
5074,Odisha,Keonjhar,NOTA,None of the Above,24746,17,24763,1.97,Lost
5075,Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,Indian National Congress,469295,2098,471393,41.03,Won
5076,Odisha,Koraput,KAUSALYA HIKAKA,Biju Janata Dal,322797,852,323649,28.17,Lost
5077,Odisha,Koraput,KALIRAM MAJHI,Bharatiya Janata Party,230792,1722,232514,20.24,Lost
5078,Odisha,Koraput,DAMINI JANI,Bahujan Samaj Party,15373,54,15427,1.34,Lost
5079,Odisha,Koraput,PRAKASH HIKAKA,Communist Party of India  (Marxist-Leninist)  (Liberation),14847,5,14852,1.29,Lost
5080,Odisha,Koraput,LASU HANTAL,Independent,14362,11,14373,1.25,Lost
5081,Odisha,Koraput,RAGHUMANI GOMANGO,Independent,10528,12,10540,0.92,Lost
5082,Odisha,Koraput,ABINASH GOMANGO,Independent,10258,16,10274,0.89,Lost
5083,Odisha,Koraput,SUMAN KANTA,Naba Bharata Nirmana Seva Party,8386,10,8396,0.73,Lost
5084,Odisha,Koraput,SANTOSH KUMAR BIDIKA,Republican Party of India (A),5413,2,5415,0.47,Lost
5085,Odisha,Koraput,PRAMILA PUJARI,Socialist Unity Centre Of India (COMMUNIST),4866,12,4878,0.42,Lost
5086,Odisha,Koraput,NOTA,None of the Above,37106,25,37131,3.23,Lost
5087,Odisha,Mayurbhanj,NABA CHARAN MAJHI,Bharatiya Janata Party,580579,5392,585971,49.91,Won
5088,Odisha,Mayurbhanj,SUDAM MARNDI,Biju Janata Dal,364745,1892,366637,31.23,Lost
5089,Odisha,Mayurbhanj,ANJANI SOREN,Jharkhand Mukti Morcha,134713,686,135399,11.53,Lost
5090,Odisha,Mayurbhanj,RABINDRA NATH SINGH,Independent,9282,42,9324,0.79,Lost
5091,Odisha,Mayurbhanj,ASHOK KUMAR SING,Independent,8918,35,8953,0.76,Lost
5092,Odisha,Mayurbhanj,JATIA SAWAYAN,Bahujan Samaj Party,8457,45,8502,0.72,Lost
5093,Odisha,Mayurbhanj,SANTILATA CHATTAR,Independent,8448,29,8477,0.72,Lost
5094,Odisha,Mayurbhanj,PITAMBAR NAIK,Socialist Unity Centre Of India (COMMUNIST),8070,44,8114,0.69,Lost
5095,Odisha,Mayurbhanj,ANTA ALOK BASKEY,AJSU Party,5386,8,5394,0.46,Lost
5096,Odisha,Mayurbhanj,BAJUN HANSDA,Independent,5304,18,5322,0.45,Lost
5097,Odisha,Mayurbhanj,KANHU CHARAN TUDU,Independent,5103,35,5138,0.44,Lost
5098,Odisha,Mayurbhanj,SUKANTA HEMBRAM,Bharatiya Nyay-Adhikar Raksha Party,3636,20,3656,0.31,Lost
5099,Odisha,Mayurbhanj,GURU  CHARAN HEMBRAM,Bharatheeya Jawan Kisan Party,3175,35,3210,0.27,Lost
5100,Odisha,Mayurbhanj,NOTA,None of the Above,19853,100,19953,1.7,Lost
5101,Odisha,Nabarangpur,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,38.74,Won
5102,Odisha,Nabarangpur,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,31.7,Lost
5103,Odisha,Nabarangpur,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,24.42,Lost
5104,Odisha,Nabarangpur,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,1.65,Lost
5105,Odisha,Nabarangpur,NOTA,None of the Above,43240,28,43268,3.48,Lost
5106,Odisha,Puri,SAMBIT PATRA,Bharatiya Janata Party,625372,3958,629330,52.58,Won
5107,Odisha,Puri,ARUP MOHAN PATNAIK,Biju Janata Dal,523036,1585,524621,43.83,Lost
5108,Odisha,Puri,JAYANARAYAN PATTANAYAK,Indian National Congress,24066,276,24342,2.03,Lost
5109,Odisha,Puri,SANTANU KUMAR DAS,Bahujan Samaj Party,3918,11,3929,0.33,Lost
5110,Odisha,Puri,SUBASH CHANDRA BHOI,Socialist Unity Centre Of India (COMMUNIST),3257,9,3266,0.27,Lost
5111,Odisha,Puri,SOBHA PANDEY,Independent,2212,17,2229,0.19,Lost
5112,Odisha,Puri,DILLIP KUMAR BARAL,Independent,1605,6,1611,0.13,Lost
5113,Odisha,Puri,NOTA,None of the Above,7568,42,7610,0.64,Lost
5114,Odisha,Sambalpur,DHARMENDRA PRADHAN,Bharatiya Janata Party,587827,4335,592162,49.48,Won
5115,Odisha,Sambalpur,PRANAB PRAKASH DAS,Biju Janata Dal,471198,1128,472326,39.47,Lost
5116,Odisha,Sambalpur,NAGENDRA KUMAR PRADHAN,Indian National Congress,88573,540,89113,7.45,Lost
5117,Odisha,Sambalpur,SADANAND RANBIDA,Bahujan Samaj Party,4776,19,4795,0.4,Lost
5118,Odisha,Sambalpur,SRIRAM PANDEY,Independent,4700,2,4702,0.39,Lost
5119,Odisha,Sambalpur,SHUSHIL KUMAR BABU,Independent,4298,5,4303,0.36,Lost
5120,Odisha,Sambalpur,GNYANENDRA BEHERA,Independent,3331,3,3334,0.28,Lost
5121,Odisha,Sambalpur,NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),3151,6,3157,0.26,Lost
5122,Odisha,Sambalpur,ATMA RAM SUPKAR,Independent,2053,6,2059,0.17,Lost
5123,Odisha,Sambalpur,PURUSHOTTAM PATRA,Kosal Janata Dal,1731,4,1735,0.14,Lost
5124,Odisha,Sambalpur,RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,1704,4,1708,0.14,Lost
5125,Odisha,Sambalpur,SUBASH MOHAPATRA,National Jan Dal,1669,24,1693,0.14,Lost
5126,Odisha,Sambalpur,LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,1662,20,1682,0.14,Lost
5127,Odisha,Sambalpur,KHAGESWAR BEHERA,Rashtriya Manav Party,1492,3,1495,0.12,Lost
5128,Odisha,Sambalpur,NOTA,None of the Above,12451,32,12483,1.04,Lost
5129,Odisha,Sundargarh,JUAL ORAM,Bharatiya Janata Party,490655,3627,494282,42.77,Won
5130,Odisha,Sundargarh,DILIP KUMAR TIRKEY,Biju Janata Dal,353708,1766,355474,30.76,Lost
5131,Odisha,Sundargarh,JANARDAN DEHURY,Indian National Congress,260681,1305,261986,22.67,Lost
5132,Odisha,Sundargarh,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),9120,21,9141,0.79,Lost
5133,Odisha,Sundargarh,JAGABANDHU ORAM,Independent,6023,4,6027,0.52,Lost
5134,Odisha,Sundargarh,SUMANTA KUMAR SORENG,National Apni Party,4035,17,4052,0.35,Lost
5135,Odisha,Sundargarh,SANTOSH JURA,Naba Bharata Nirmana Seva Party,3976,5,3981,0.34,Lost
5136,Odisha,Sundargarh,PARUA EKKA,Jharkhand Party,3018,15,3033,0.26,Lost
5137,Odisha,Sundargarh,NOTA,None of the Above,17752,49,17801,1.54,Lost
5138,Puducherry,PUDUCHERRY,VE VAITHILINGAM,Indian National Congress,424292,1713,426005,52.73,Won
5139,Puducherry,PUDUCHERRY,A NAMASSIVAYAM,Bharatiya Janata Party,288050,1439,289489,35.83,Lost
5140,Puducherry,PUDUCHERRY,R MENAGA,Naam Tamilar Katchi,39545,58,39603,4.9,Lost
5141,Puducherry,PUDUCHERRY,G THAMIZHVENDAN,All India Anna Dravida Munnetra Kazhagam,25059,106,25165,3.11,Lost
5142,Puducherry,PUDUCHERRY,P SANKARAN,Socialist Unity Centre Of India (COMMUNIST),2057,9,2066,0.26,Lost
5143,Puducherry,PUDUCHERRY,ARADADI POSIYYA,Independent,1540,6,1546,0.19,Lost
5144,Puducherry,PUDUCHERRY,D ALANGARAVELU,Bahujan Samaj Party,1534,6,1540,0.19,Lost
5145,Puducherry,PUDUCHERRY,K KISHORKUMAR,Independent,1240,6,1246,0.15,Lost
5146,Puducherry,PUDUCHERRY,KOLLANJIAPPAN,Independent,1198,1,1199,0.15,Lost
5147,Puducherry,PUDUCHERRY,M MANIKANDAN,Independent,1130,3,1133,0.14,Lost
5148,Puducherry,PUDUCHERRY,M KRISHNAMURTHY,Independent,1052,19,1071,0.13,Lost
5149,Puducherry,PUDUCHERRY,K PRABHU DEVAN,United Republican Party of India,981,8,989,0.12,Lost
5150,Puducherry,PUDUCHERRY,S BAKTHAVATCHALAM,Independent,923,1,924,0.11,Lost
5151,Puducherry,PUDUCHERRY,S SATHISH KUMAR,Independent,842,4,846,0.1,Lost
5152,Puducherry,PUDUCHERRY,COUTTANE ALIAS DHIVANEEDHE,Independent,819,3,822,0.1,Lost
5153,Puducherry,PUDUCHERRY,E ANANTHAVEL,Independent,771,5,776,0.1,Lost
5154,Puducherry,PUDUCHERRY,S KALA,Independent,593,33,626,0.08,Lost
5155,Puducherry,PUDUCHERRY,P RAJAN,Independent,545,2,547,0.07,Lost
5156,Puducherry,PUDUCHERRY,NIRMALA G,Independent,474,1,475,0.06,Lost
5157,Puducherry,PUDUCHERRY,K ARUNACHALAM,Independent,403,2,405,0.05,Lost
5158,Puducherry,PUDUCHERRY,K RAMADASS,Independent,368,4,372,0.05,Lost
5159,Puducherry,PUDUCHERRY,R RAJA,Independent,326,5,331,0.04,Lost
5160,Puducherry,PUDUCHERRY,D RAVINDIRAN,Independent,305,2,307,0.04,Lost
5161,Puducherry,PUDUCHERRY,S MASCO,Independent,248,6,254,0.03,Lost
5162,Puducherry,PUDUCHERRY,V P MANICKAM,Independent,242,2,244,0.03,Lost
5163,Puducherry,PUDUCHERRY,M MURUGAN,Independent,196,-,196,0.02,Lost
5164,Puducherry,PUDUCHERRY,NOTA,None of the Above,9756,7,9763,1.21,Lost
5165,Punjab,Amritsar,GURJEET SINGH AUJLA,Indian National Congress,254414,767,255181,28.18,Won
5166,Punjab,Amritsar,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,214268,612,214880,23.73,Lost
5167,Punjab,Amritsar,TARANJIT SINGH SANDHU SAMUNDRI,Bharatiya Janata Party,206832,373,207205,22.88,Lost
5168,Punjab,Amritsar,ANIL JOSHI,Shiromani Akali Dal,162686,210,162896,17.99,Lost
5169,Punjab,Amritsar,EMAAN SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),26584,212,26796,2.96,Lost
